-8.442459000000000913e+01,3.372044000000000352e+01,4.000000000000000000e+00
-8.442458343505859375e+01,3.372044372558590197e+01,6.000000000000000000e+00
-8.440760040283200283e+01,3.372134017944339490e+01,4.000000000000000000e+00
-8.440800059999999405e+01,3.372149389999999158e+01,1.500000000000000000e+01
-8.439762120000000323e+01,3.372090910000000008e+01,2.000000000000000000e+00
-8.439762120000000323e+01,3.372090910000000008e+01,1.000000000000000000e+00
-8.439309000000001504e+01,3.372136999999998608e+01,2.600000000000000000e+01
-8.439374964684249392e+01,3.372161854854619634e+01,4.000000000000000000e+00
-8.439309000000000083e+01,3.372137000000000029e+01,3.000000000000000000e+00
-8.438538599999999690e+01,3.371927500000000322e+01,4.000000000000000000e+00
-8.438515761840071150e+01,3.371906645503229782e+01,2.000000000000000000e+00
-8.435030000000000427e+01,3.372010000000000218e+01,8.000000000000000000e+00
-8.434980300000000852e+01,3.372157199999999477e+01,1.000000000000000000e+00
-8.434787750244140625e+01,3.372062745965171615e+01,2.400000000000000000e+01
-8.434347499999999798e+01,3.372164199999999568e+01,4.000000000000000000e+00
-8.442459000000000913e+01,3.372044000000000352e+01,1.000000000000000000e+00
-8.442458343505859375e+01,3.372044372558590197e+01,1.000000000000000000e+00
-8.440828000000000486e+01,3.372165999999999997e+01,2.000000000000000000e+00
-8.440760040283200283e+01,3.372134017944339490e+01,1.000000000000000000e+00
-8.440800060000000826e+01,3.372149389999999158e+01,1.400000000000000000e+01
-8.440812192857269736e+01,3.372185474615250200e+01,8.000000000000000000e+00
-8.439895699999999579e+01,3.372223900000000185e+01,3.000000000000000000e+00
-8.439762120000000323e+01,3.372090910000000008e+01,6.000000000000000000e+00
-8.439903259277340908e+01,3.372232055664060368e+01,2.000000000000000000e+00
-8.439762120000000323e+01,3.372090910000000008e+01,2.000000000000000000e+00
-8.439309000000001504e+01,3.372136999999999318e+01,1.700000000000000000e+01
-8.439311399999999708e+01,3.372240800000000149e+01,2.000000000000000000e+00
-8.439374964684249392e+01,3.372161854854619634e+01,4.000000000000000000e+00
-8.439280862261509242e+01,3.372228032788409990e+01,4.000000000000000000e+00
-8.439064300000001140e+01,3.372340399999999505e+01,2.000000000000000000e+00
-8.439230100000000334e+01,3.372182800000000924e+01,1.700000000000000000e+01
-8.439309000000000083e+01,3.372137000000000029e+01,4.000000000000000000e+00
-8.439285982400180330e+01,3.372301006935359879e+01,8.000000000000000000e+00
-8.439311399999998287e+01,3.372240800000000149e+01,8.000000000000000000e+00
-8.439064299999999719e+01,3.372340400000000216e+01,1.100000000000000000e+01
-8.434971000000000174e+01,3.372352000000000061e+01,2.000000000000000000e+00
-8.434980300000000852e+01,3.372157199999999477e+01,1.000000000000000000e+00
-8.434989271164170077e+01,3.372240156160239621e+01,5.000000000000000000e+00
-8.434980999999994822e+01,3.372334999999998928e+01,2.200000000000000000e+01
-8.434918800000002648e+01,3.372339999999999804e+01,3.800000000000000000e+01
-8.434928060000000016e+01,3.372254290000000054e+01,2.000000000000000000e+00
-8.434787750244140625e+01,3.372062745965170194e+01,2.000000000000000000e+00
-8.434789700000000323e+01,3.372194700000000012e+01,2.000000000000000000e+00
-8.434780600000004824e+01,3.372255700000002321e+01,3.100000000000000000e+01
-8.434801355273151557e+01,3.372171900000000022e+01,2.100000000000000000e+01
-8.434918800000005490e+01,3.372340000000001226e+01,4.500000000000000000e+01
-8.434368809999999428e+01,3.372303899999999999e+01,4.000000000000000000e+00
-8.434347499999999798e+01,3.372164199999999568e+01,3.000000000000000000e+00
-8.433655999999999153e+01,3.372382000000000346e+01,4.000000000000000000e+00
-8.434209442138670454e+01,3.373804473876949572e+01,4.000000000000000000e+00
-8.434275999999999840e+01,3.373768000000000455e+01,1.100000000000000000e+01
-8.434209442138670454e+01,3.373804473876949572e+01,4.000000000000000000e+00
-8.441676999999999964e+01,3.372425167000000101e+01,3.000000000000000000e+00
-8.439903259277340908e+01,3.372232055664060368e+01,2.000000000000000000e+00
-8.439311399999999708e+01,3.372240800000000149e+01,2.000000000000000000e+00
-8.439280862261509242e+01,3.372228032788409990e+01,4.000000000000000000e+00
-8.439064300000001140e+01,3.372340399999999505e+01,2.000000000000000000e+00
