UC2_Literal,Report Number,Report Date,Location,Lat,Long
LARCENY-FROM VEHICLE,180310061,1/31/18,691 PENN AVE NE,33.77338,-84.37856
LARCENY-FROM VEHICLE,180310146,1/31/18,543 STOKESWOOD AVE SE,33.73949,-84.34501
LARCENY-FROM VEHICLE,180310161,1/31/18,437 MORELAND AVE NE,33.76632,-84.34892
LARCENY-FROM VEHICLE,180310488,1/31/18,976 GILBERT ST SE,33.72787,-84.35055
LARCENY-FROM VEHICLE,180310584,1/31/18,2470 CHESHIRE BRIDGE RD NE,33.82236,-84.35173
LARCENY-FROM VEHICLE,180310728,1/31/18,515 JOHN WESLEY DOBBS AVE NE,33.75912,-84.3726
LARCENY-FROM VEHICLE,180310925,1/31/18,1055 PIEDMONT AVE NE,33.78346,-84.37931
LARCENY-FROM VEHICLE,180311725,1/31/18,171 CLEVELAND AVE SW,33.68156,-84.39458
LARCENY-FROM VEHICLE,180311996,1/31/18,2200 CAMPBELLTON RD SW,33.7053,-84.46047
LARCENY-FROM VEHICLE,180312414,1/31/18,3393 PEACHTREE RD,33.84676,-84.36212
LARCENY-FROM VEHICLE,180312534,1/31/18,957 VIRGINIA AVE,33.78198,-84.35605
LARCENY-FROM VEHICLE,180310810,1/31/18,395 CENTRAL PARK PL NE,33.76536,-84.3777
LARCENY-FROM VEHICLE,180311511,1/31/18,2798 PEEK RD NW,33.77743,-84.47815
LARCENY-FROM VEHICLE,180312529,1/31/18,880 GLENWOOD AVE SE,33.73991,-84.35917
LARCENY-NON VEHICLE,180311416,1/31/18,1086 MONROE DR NE,33.78439,-84.36815
LARCENY-NON VEHICLE,180310552,1/31/18,3535 NORTHSIDE PKWY NW,33.85087,-84.42902
LARCENY-NON VEHICLE,180310875,1/31/18,465 MEMORIAL DR SE,33.74651,-84.37221
LARCENY-NON VEHICLE,180311017,1/31/18,3378 GREENBRIAR PKWY SW,33.68299,-84.50129
LARCENY-NON VEHICLE,180281387,1/31/18,555 MCDANIEL ST,33.7404,-84.4026
LARCENY-NON VEHICLE,180310903,1/31/18,1229 MILTON TER SE,33.72124,-84.38177
LARCENY-NON VEHICLE,180311299,1/31/18,565 MAIN ST NE,33.8224,-84.36851
LARCENY-NON VEHICLE,180311451,1/31/18,2974 BENJAMIN E MAYS DR SW,33.73154,-84.4847
LARCENY-NON VEHICLE,180311877,1/31/18,924 STONEWALL DR SE,33.69138,-84.35883
LARCENY-NON VEHICLE,180312113,1/31/18,941 ORMEWOOD AVE SE,33.73415,-84.35682
AUTO THEFT,180310123,1/31/18,264 HUNNICUTT ST NW,33.76655,-84.39554
AUTO THEFT,180311290,1/31/18,2980 JONESBORO RD SE,33.67339,-84.37144
ROBBERY-PEDESTRIAN,180310247,1/31/18,2350 CHESHIRE BRIDGE RD NE,33.8195,-84.35199
ROBBERY-PEDESTRIAN,180310249,1/31/18,1305 OAKLAND DR SW @OAKLAND CITY PARK,33.71896,-84.42892
ROBBERY-PEDESTRIAN,180312381,1/31/18,1695 MARIETTA BLVD NW,33.80092,-84.43451
ROBBERY-PEDESTRIAN,180312606,1/31/18,520 FLAT SHOALS AVE SE,33.73951,-84.34459
AGG ASSAULT,180310884,1/31/18,515 FULTON ST SW,33.741,-84.40447
AGG ASSAULT,180312351,1/31/18,1080 PEACHTREE ST NE,33.78398,-84.38339
BURGLARY-RESIDENCE,180311512,1/31/18,960 E PACES FERRY RD NE,33.84691,-84.35618
BURGLARY-RESIDENCE,180311925,1/31/18,517 8TH ST NE,33.77928,-84.37015
BURGLARY-RESIDENCE,180312077,1/31/18,747 MATILDA PL NW,33.77529,-84.44276
BURGLARY-RESIDENCE,180312134,1/31/18,807 BONNEVILLE TER NW,33.77778,-84.50452
BURGLARY-RESIDENCE,180312480,1/31/18,4 WHATLEY ST SE,33.70709,-84.37923
BURGLARY-RESIDENCE,180312584,1/31/18,3760 BRANCH DR SW,33.7493,-84.51144
BURGLARY-RESIDENCE,180312633,1/31/18,4065 SOUTHWOOD CIR SW,33.69549,-84.52088
BURGLARY-NONRES,180310712,1/31/18,3235 PACES FERRY PL NW,33.84316,-84.38168
BURGLARY-NONRES,180310798,1/31/18,1634 LAKEWOOD AVE SE,33.70965,-84.37962
BURGLARY-RESIDENCE,180310817,1/31/18,2151 BELVEDERE AVE SW,33.72092,-84.45879
BURGLARY-RESIDENCE,180311585,1/31/18,1483 WESTWOOD AVENUE SW,33.73832,-84.43619
BURGLARY-RESIDENCE,180312266,1/31/18,2868 ENGLE RD NW,33.76959,-84.48106
LARCENY-NON VEHICLE,180311154,1/31/18,2525 PIEDMONT RD NE @HOME DEPOT,33.824,-84.36521
LARCENY-NON VEHICLE,180311661,1/31/18,850 OAK ST SW @WESTEND MALL,33.74053,-84.41671
LARCENY-NON VEHICLE,180312206,1/31/18,500 PEACHTREE ST NE,33.76878,-84.38535
LARCENY-NON VEHICLE,180312336,1/31/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,180300886,1/30/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,180301562,1/30/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,180301794,1/30/18,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,33.78014,-84.38747
LARCENY-NON VEHICLE,180302224,1/30/18,3730 CARMIA DR SW @PUBLIX - CARMIA,33.65573,-84.5109
LARCENY-NON VEHICLE,180302606,1/30/18,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,33.79282,-84.39779
BURGLARY-NONRES,180300565,1/30/18,1203 W PACES FERRY RD NW,33.85005,-84.4274
BURGLARY-NONRES,180300834,1/30/18,100 W PACES FERRY RD NW,33.84124,-84.38418
BURGLARY-NONRES,180301030,1/30/18,2399 PARKLAND DR NE,33.8201,-84.36481
BURGLARY-RESIDENCE,180301329,1/30/18,2061 VERBENA ST NW,33.75444,-84.45389
BURGLARY-RESIDENCE,180301480,1/30/18,1854 CUMMINGS DR SW,33.71685,-84.44848
LARCENY-NON VEHICLE,173161436,1/30/18,835 MARTIN LUTHER KING JR DR,33.75504,-84.41457
BURGLARY-RESIDENCE,180301309,1/30/18,142 DAHLIA AVE NW,33.75789,-84.46238
BURGLARY-RESIDENCE,180301439,1/30/18,1374 LAKEWOOD AVE SE,33.71693,-84.38134
BURGLARY-RESIDENCE,180302173,1/30/18,349 DECATUR ST SE,33.74988,-84.37788
AGG ASSAULT,180302605,1/30/18,1791 THOMASVILLE DR SE,33.70276,-84.35729
AGG ASSAULT,180300839,1/30/18,780 CUSTER AVE SE,33.71714,-84.3608
AGG ASSAULT,180302536,1/30/18,4063 CORNELL BLVD SW,33.75981,-84.52035
ROBBERY-PEDESTRIAN,180301212,1/30/18,2479 PEACHTREE RD NE @WHITE HOUSE APTS,33.8225,-84.38652
AUTO THEFT,180300186,1/30/18,741 CHURCH ST NW,33.7748,-84.46755
AUTO THEFT,180300240,1/30/18,2320 CHESHIRE BRIDGE RD NE,33.81816,-84.35211
AUTO THEFT,180300641,1/30/18,3200 STONE RD SW,33.6697,-84.49403
AUTO THEFT,180300919,1/30/18,1783 JOHNSON RD NW,33.78547,-84.44593
AUTO THEFT,180301009,1/30/18,525 GLEN IRIS DR NE,33.76889,-84.36668
AUTO THEFT,180302294,1/30/18,2980 JONESBORO RD,33.67386,-84.37063
AUTO THEFT,180302347,1/30/18,607 AMAL DR SW,33.70837,-84.39843
AUTO THEFT,180302456,1/30/18,2745 OLD HAPEVILLE RD SW ,33.68009,-84.3942
AUTO THEFT,180301305,1/30/18,1936 DETROIT AVE NW,33.76657,-84.45019
AUTO THEFT,180301767,1/30/18,924 N GRAND AVE NW,33.78026,-84.46252
ROBBERY-PEDESTRIAN,180302486,1/30/18,491 FLAT SHOALS AVE SE,33.74053,-84.3462
LARCENY-NON VEHICLE,180301097,1/30/18,857 MCDANIEL ST SW,33.73154,-84.40193
LARCENY-NON VEHICLE,180301295,1/30/18,LEGACY DR SW / SELLS AVE SW,33.74541,-84.41926
LARCENY-NON VEHICLE,180301317,1/30/18,485  LORIDANS DR NE,33.87212,-84.37147
LARCENY-NON VEHICLE,180301535,1/30/18,2970 MIDDLETON RD NW,33.75276,-84.48826
LARCENY-NON VEHICLE,180301773,1/30/18,3535 PEACHTREE RD NE,33.85272,-84.36021
LARCENY-NON VEHICLE,180302021,1/30/18,1760 ROGERS AVE SW,33.73711,-84.4453
LARCENY-NON VEHICLE,180302668,1/30/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,180301518,1/30/18,1677 RICHMOND AVE SE,33.70311,-84.37663
LARCENY-NON VEHICLE,180302802,1/30/18,2392 LOWE ST NW,33.81036,-84.46648
LARCENY-FROM VEHICLE,180300374,1/30/18,1118 COLQUITT AVE NE,33.76503,-84.35052
LARCENY-FROM VEHICLE,180300399,1/30/18,180 SPRING ST SW,33.74996,-84.3974
LARCENY-FROM VEHICLE,180300617,1/30/18,2423 MARTIN L KING JR DR NW,33.75183,-84.46623
LARCENY-FROM VEHICLE,180300710,1/30/18,2430 CHESHIRE BRIDGE RD NE,33.82149,-84.35161
LARCENY-FROM VEHICLE,180300933,1/30/18,1903 PIEDMONT CIR NE,33.80876,-84.3662
LARCENY-FROM VEHICLE,180301025,1/30/18,3755 CARMIA DR SW,33.65571,-84.50908
LARCENY-FROM VEHICLE,180301249,1/30/18,2548 PARKSIDE DR NE,33.82484,-84.38561
LARCENY-FROM VEHICLE,180302525,1/30/18,201 PETERS ST SW,33.74915,-84.40015
LARCENY-FROM VEHICLE,180302695,1/30/18,7 KINGS CIR NE,33.81859,-84.38121
LARCENY-FROM VEHICLE,180302707,1/30/18,680 PONCE DE LEON AVE NE,33.77406,-84.36528
LARCENY-FROM VEHICLE,180302737,1/30/18,1784 PEACHTREE ST NW,33.80334,-84.39351
LARCENY-FROM VEHICLE,180302790,1/30/18,3340 Peachtree Rd,33.8391,-84.37811
LARCENY-FROM VEHICLE,180302792,1/30/18,73 SPRUCE ST NE,33.75606,-84.36114
LARCENY-FROM VEHICLE,180302838,1/30/18,450 STONEWALL ST SW,33.74942,-84.40228
LARCENY-FROM VEHICLE,180290058,1/29/18,67 SPRUCE ST NE,33.75584,-84.36118
LARCENY-FROM VEHICLE,180290077,1/29/18,253 10TH ST NE,33.78169,-84.37892
LARCENY-FROM VEHICLE,180290474,1/29/18,2090 JONESBORO RD SE,33.69773,-84.36999
LARCENY-FROM VEHICLE,180290482,1/29/18,678 DARLINGTON CIR NE,33.83277,-84.36439
LARCENY-FROM VEHICLE,180290483,1/29/18,85 MOUNT ZION RD SW,33.67291,-84.39153
LARCENY-FROM VEHICLE,180290678,1/29/18,596 PEYTON RD SW,33.73937,-84.47727
LARCENY-FROM VEHICLE,180290682,1/29/18,1043 EDEN AVE SE,33.72991,-84.35358
LARCENY-FROM VEHICLE,180290699,1/29/18,124 ELIZABETH ST NE,33.75744,-84.35636
LARCENY-FROM VEHICLE,180290930,1/29/18,327 PETERS ST SW,33.74586,-84.40382
LARCENY-FROM VEHICLE,180291149,1/29/18,3253 WELMINGHAM DR,33.66231,-84.51879
LARCENY-FROM VEHICLE,180291210,1/29/18,3393 PEACHTREE RD NE,33.84676,-84.36212
LARCENY-FROM VEHICLE,180291226,1/29/18,3580 CAMPBELLTON RD SW,33.6899,-84.50584
LARCENY-FROM VEHICLE,180291408,1/29/18,180 WALKER ST,33.74964,-84.40132
LARCENY-FROM VEHICLE,180291487,1/29/18,3342 PEACHTREE RD NE,33.84746,-84.36983
LARCENY-FROM VEHICLE,180291509,1/29/18,441 16TH ST NW,33.78874,-84.40468
LARCENY-FROM VEHICLE,180291521,1/29/18,1849 OAKMONT DR NW,33.75902,-84.44755
LARCENY-FROM VEHICLE,180291563,1/29/18,1544 PIEDMONT AVE NE @ANSLEY MALL,33.79789,-84.37101
LARCENY-FROM VEHICLE,180291702,1/29/18,341 PONCE DE LEON AVE NE,33.77222,-84.37559
LARCENY-FROM VEHICLE,180291861,1/29/18,2740 GREENBRIAR PKWY SW,33.68896,-84.48909
LARCENY-FROM VEHICLE,180292012,1/29/18,3090 CAMPBELLTON RD SW,33.69338,-84.48903
LARCENY-FROM VEHICLE,180292123,1/29/18,N HIGHLAND AVE NE / CLEBURNE AVE NE,33.76866,-84.35253
LARCENY-FROM VEHICLE,180292184,1/29/18,2591 PIEDMONT RD NE,33.82543,-84.36706
LARCENY-FROM VEHICLE,180292214,1/29/18,396 PIEDMONT AVE NE,33.76491,-84.3826
LARCENY-FROM VEHICLE,180292314,1/29/18,421 MEMORIAL DR SE,33.74655,-84.37366
LARCENY-FROM VEHICLE,180292341,1/29/18,931 MONROE DR NE @BELTLINE BUSINESS,33.77909,-84.36717
LARCENY-FROM VEHICLE,180292420,1/29/18,92 W PACES FERRY RD NW,33.84097,-84.38381
LARCENY-FROM VEHICLE,180292424,1/29/18,327 PETERS ST SW,33.74586,-84.40382
LARCENY-FROM VEHICLE,180292465,1/29/18,555 WHITEHALL ST SW,33.74297,-84.40628
LARCENY-FROM VEHICLE,180291005,1/29/18,595 ELMWOOD RD NW,33.77094,-84.43853
LARCENY-NON VEHICLE,180290738,1/29/18,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,33.68677,-84.49773
LARCENY-NON VEHICLE,180290791,1/29/18,786 CLEVELAND AVE SW,33.68069,-84.41464
LARCENY-NON VEHICLE,180290975,1/29/18,1080 WEST PEACTHREE ST NW,33.7847,-84.38817
LARCENY-NON VEHICLE,180291338,1/29/18,1320 WESTBORO DR SW,33.73181,-84.43088
LARCENY-NON VEHICLE,180291342,1/29/18,1010 W PEACHTREE ST NW,33.78236,-84.38795
LARCENY-NON VEHICLE,180291598,1/29/18,3041 LANDRUM DR SW,33.70649,-84.48782
LARCENY-NON VEHICLE,180292198,1/29/18,543 BOULEVARD NE,33.76924,-84.37174
ROBBERY-PEDESTRIAN,180290268,1/29/18,3315 PEACHTREE RD NE,33.84642,-84.36815
LARCENY-NON VEHICLE,180290701,1/29/18,923 LEE ST SW,33.72991,-84.41607
LARCENY-NON VEHICLE,180290807,1/29/18,921 RALPH D ABERNATHY BLVD SW,33.73807,-84.41811
LARCENY-NON VEHICLE,180290820,1/29/18,901 BOLTON RD NW @ESQUIRE VILLAGE APT,33.77946,-84.49861
LARCENY-NON VEHICLE,180290919,1/29/18,1231 COLLIER RD NW,33.81183,-84.42746
LARCENY-NON VEHICLE,180291230,1/29/18,420 MCDONOUGH BLVD SE,33.71436,-84.3741
LARCENY-NON VEHICLE,180291790,1/29/18,2267 MELANTE DR NE,33.81726,-84.35381
ROBBERY-RESIDENCE,180290437,1/29/18,650 GLEN IRIS DR NE,33.7722,-84.36797
AUTO THEFT,180272402,1/29/18,288 COURTLAND ST NE,33.76202,-84.38426
AUTO THEFT,180281681,1/29/18,923 PEACHTREE ST NE,33.7806,-84.3832
AUTO THEFT,180290472,1/29/18,829 VIRGIL ST NE,33.75824,-84.36052
AUTO THEFT,180290611,1/29/18,740 SIDNEY MARCUS BLVD NE,33.82598,-84.36335
AUTO THEFT,180290819,1/29/18,2103 GARRISON WAY NW,33.81285,-84.48048
AUTO THEFT,180290870,1/29/18,623 KIMBERLY LN NE,33.79455,-84.34124
AUTO THEFT,180291191,1/29/18,610 SPRING ST NW,33.77101,-84.38895
AUTO THEFT,180291289,1/29/18,880 LENOX OAKS CIR NE,33.83499,-84.35808
AUTO THEFT,180291737,1/29/18,1901 MAYWOOD PL NW,33.77247,-84.44923
AUTO THEFT,180292148,1/29/18,860 PEACHTREE ST,33.77813,-84.38445
AUTO THEFT,180292238,1/29/18,2965 PHARR COURT SOUTH NW @SLATON MANOR,33.83605,-84.38457
AUTO THEFT,180292300,1/29/18,428 PARKWAY DR NE,33.76614,-84.37366
AUTO THEFT,180292361,1/29/18,3300 LENOX RD NE,33.84349,-84.35825
AGG ASSAULT,180290319,1/29/18,1919 METROPOLITAN PKWY SW,33.70278,-84.41017
AGG ASSAULT,180291345,1/29/18,3760 BRANCH DR SW,33.7493,-84.51144
AGG ASSAULT,180290158,1/29/18,21 ALLEN TEMPLE CT NW,33.75441,-84.4908
AGG ASSAULT,180290435,1/29/18,1560 S GORDON ST SW,33.7395,-84.43886
AGG ASSAULT,180290515,1/29/18,1977 MARTIN L KING JR DR NW,33.75065,-84.44767
BURGLARY-RESIDENCE,180290345,1/29/18,925 CANTERBURY RD NE,33.8278,-84.3563
BURGLARY-RESIDENCE,180292363,1/29/18,1783 JOHNSON RD NW,33.78547,-84.44593
BURGLARY-NONRES,180290989,1/29/18,4405 NORTHSIDE PKWY NW,33.86609,-84.45237
BURGLARY-NONRES,180291938,1/29/18,1085 LINDBERGH DR NE,33.81842,-84.35253
BURGLARY-NONRES,180290528,1/29/18,905 MEMORIAL DR SE,33.74482,-84.35729
BURGLARY-NONRES,180291140,1/29/18,1173 CASCADE AVE SW @GREENWOOD CEMETARY,33.72381,-84.44951
BURGLARY-NONRES,180291952,1/29/18,5 FORSYTH ST SW,33.75464,-84.39192
BURGLARY-RESIDENCE,180290242,1/29/18,1976 RUTH ST NW,33.78501,-84.45267
BURGLARY-RESIDENCE,180290488,1/29/18,241 TROY ST NW,33.76144,-84.42657
BURGLARY-RESIDENCE,180291363,1/29/18,479 LORIDANS DR NE,33.87217,-84.37188
LARCENY-NON VEHICLE,180290185,1/29/18,101 HAMILTON E HOLMES DR NW,33.75558,-84.46807
LARCENY-NON VEHICLE,180290359,1/29/18,1184 SPRING ST NW,33.78697,-84.38959
LARCENY-NON VEHICLE,180291112,1/29/18,1263 MORELAND AVE SE,33.7198,-84.34959
LARCENY-NON VEHICLE,180291188,1/29/18,689 BOULEVARD NE,33.77351,-84.37049
LARCENY-NON VEHICLE,180291278,1/29/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,180291422,1/29/18,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,33.7734,-84.35467
LARCENY-NON VEHICLE,180291534,1/29/18,1275 CAROLINE ST NE @TARGET - CAROLINE,33.75674,-84.34619
LARCENY-NON VEHICLE,180291581,1/29/18,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,33.69168,-84.4872
LARCENY-NON VEHICLE,180291792,1/29/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,180292112,1/29/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,180281079,1/28/18,565 JOSEPH E LOWERY BLVD SW,33.73969,-84.41828
LARCENY-NON VEHICLE,180281136,1/28/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,180281217,1/28/18,3030 HEADLAND DR SW,33.68947,-84.48798
LARCENY-NON VEHICLE,180281441,1/28/18,3500 PEACHTREE RD NE @PHIPPS PLAZA,33.85302,-84.36278
LARCENY-NON VEHICLE,180281682,1/28/18,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,33.69168,-84.4872
LARCENY-NON VEHICLE,180282001,1/28/18,1241 METROPOLITAN PKWY SW,33.72093,-84.40825
BURGLARY-RESIDENCE,180280841,1/28/18,133 HOLIDAY AVE NE,33.75736,-84.35057
BURGLARY-RESIDENCE,180280845,1/28/18,2591 ETHERIDGE DR NW,33.7881,-84.47292
BURGLARY-RESIDENCE,180280583,1/28/18,136 PEACHTREE MEMORIAL DR NW,33.81671,-84.39535
BURGLARY-RESIDENCE,180280605,1/28/18,1092 MCDANIEL ST SW,33.72507,-84.40146
BURGLARY-RESIDENCE,180280797,1/28/18,1439 FAIRBANKS ST SW,33.71557,-84.41532
BURGLARY-RESIDENCE,180280967,1/28/18,2443 PAUL AVE NW,33.82075,-84.47351
BURGLARY-RESIDENCE,180281117,1/28/18,2287 BOULEVARD GRANADA SW,33.71989,-84.46337
BURGLARY-RESIDENCE,180281214,1/28/18,217 CHICAMAUGA AVE SW,33.74926,-84.43253
AGG ASSAULT,180280396,1/28/18,27 HOLLYWOOD DR,33.78306,-84.4559
AGG ASSAULT,180281327,1/28/18,362 ROY ST SW,33.72405,-84.39989
ROBBERY-PEDESTRIAN,180280364,1/28/18,1245 GLENWOOD AVE SE,33.74006,-84.3466
ROBBERY-PEDESTRIAN,180281815,1/28/18,431 RICHARDS ST,33.78381,-84.40122
ROBBERY-PEDESTRIAN,180281821,1/28/18,1039 ATLANTIC DR NW,33.78311,-84.39748
ROBBERY-PEDESTRIAN,180281946,1/28/18,1800  MARKONE ST NW,33.76972,-84.446
ROBBERY-RESIDENCE,180281842,1/28/18,2990 GRANDVIEW AVE NE,33.83627,-84.37646
AUTO THEFT,180281718,1/28/18,1106 CRESCENT AVE NE,33.785,-84.3845
AUTO THEFT,180281942,1/28/18,492 LARKIN ST SW,33.7476,-84.4037
AUTO THEFT,180280505,1/28/18,284 SPELLMAN ST NW,33.76271,-84.45281
AUTO THEFT,180281532,1/28/18,114 JOHNSON RD NW,33.78376,-84.45189
AUTO THEFT,180281668,1/28/18,2325 CHESHIRE BRIDGE RD NE @PUBLIX - CHESHIRE,33.81866,-84.34906
ROBBERY-PEDESTRIAN,180280525,1/28/18,320 FAIRBURN RD SW @CENTRAL METHODIST,33.74437,-84.50705
LARCENY-NON VEHICLE,180282037,1/28/18,2900 LANDRUM DR SW,33.70623,-84.48372
LARCENY-NON VEHICLE,180280867,1/28/18,422 ELM ST NW,33.76613,-84.40906
LARCENY-NON VEHICLE,180280961,1/28/18,340 GARDEN LN NW,33.79817,-84.39883
LARCENY-NON VEHICLE,180281122,1/28/18,1018 SAINT CHARLES AVE NE,33.77567,-84.35426
LARCENY-NON VEHICLE,180280551,1/28/18,955 DECKNER AVE SW,33.71408,-84.41944
LARCENY-NON VEHICLE,180280820,1/28/18,969 MARIETTA ST NW,33.77876,-84.40931
LARCENY-NON VEHICLE,180280987,1/28/18,208 STANHOPE CIR NW,33.75908,-84.42549
LARCENY-FROM VEHICLE,180280059,1/28/18,193 MOURY AVE SW,33.71549,-84.39197
LARCENY-FROM VEHICLE,180281084,1/28/18,1720 MARY GEORGE AVE NW,33.80237,-84.46593
LARCENY-FROM VEHICLE,180280028,1/28/18,1061 HOWELL MILL RD NW,33.78382,-84.4112
LARCENY-FROM VEHICLE,180280029,1/28/18,323 TED TURNER DR NW,33.76356,-84.3887
LARCENY-FROM VEHICLE,180280105,1/28/18,2030 BOLTON RD NW,33.81145,-84.47546
LARCENY-FROM VEHICLE,180280122,1/28/18,15 HILLIARD ST NE,33.75477,-84.37631
LARCENY-FROM VEHICLE,180280142,1/28/18,360 MARIETTA ST NW,33.76269,-84.39702
LARCENY-FROM VEHICLE,180280161,1/28/18,415 ARMOUR DR NE,33.81267,-84.37412
LARCENY-FROM VEHICLE,180280387,1/28/18,728 JUNIPER ST NE,33.775,-84.38316
LARCENY-FROM VEHICLE,180280408,1/28/18,1040 HUFF RD NW,33.78868,-84.42207
LARCENY-FROM VEHICLE,180280487,1/28/18,71 13TH ST NE,33.78535,-84.38516
LARCENY-FROM VEHICLE,180280561,1/28/18,396 PIEDMONT AVE NE,33.76526,-84.38216
LARCENY-FROM VEHICLE,180280629,1/28/18,3633 SATURN DR NW,33.77686,-84.50633
LARCENY-FROM VEHICLE,180280757,1/28/18,915 W PEACHTREE ST NE,33.77975,-84.38716
LARCENY-FROM VEHICLE,180280781,1/28/18,1057 WASHITA AVE NE,33.76376,-84.3533
LARCENY-FROM VEHICLE,180280827,1/28/18,1750 COMMERCE DR NW,33.80174,-84.41093
LARCENY-FROM VEHICLE,180280844,1/28/18,410 CANDLER PARK DR NE,33.7654,-84.33955
LARCENY-FROM VEHICLE,180280880,1/28/18,165 COURTLAND ST NE,33.75895,-84.3834
LARCENY-FROM VEHICLE,180280883,1/28/18,1217 ARBOR GATES DR NE,33.82743,-84.35846
LARCENY-FROM VEHICLE,180280944,1/28/18,3121 ABBEY DR SW,33.6658,-84.50948
LARCENY-FROM VEHICLE,180281007,1/28/18,121 LINDEN AVE NE,33.76952,-84.38322
LARCENY-FROM VEHICLE,180281009,1/28/18,1285 WESTMONT RD SW,33.7202,-84.43793
LARCENY-FROM VEHICLE,180281014,1/28/18,3385 DONALD LEE HOLLOWELL PKWY NW,33.79224,-84.49757
LARCENY-FROM VEHICLE,180281385,1/28/18,375 18TH ST NW @TARGET - 18TH,33.79303,-84.39921
LARCENY-FROM VEHICLE,180281427,1/28/18,3613 MARTIN L KING JR DR NW,33.76033,-84.5059
LARCENY-FROM VEHICLE,180281446,1/28/18,3261 PEACHTREE RD NE,33.84347,-84.36951
LARCENY-FROM VEHICLE,180281578,1/28/18,555 WHITEHALL ST SW,33.74297,-84.40628
LARCENY-FROM VEHICLE,180281717,1/28/18,1991 HOWELL MILL RD NW,33.80902,-84.41277
LARCENY-FROM VEHICLE,180281719,1/28/18,327 PETERS ST SW,33.74586,-84.40382
LARCENY-FROM VEHICLE,180281926,1/28/18,1848 SYLVAN RD SW,33.70444,-84.41796
LARCENY-FROM VEHICLE,180281999,1/28/18,261 19TH ST NW,33.79371,-84.39677
LARCENY-FROM VEHICLE,180272510,1/28/18,2 17TH ST,33.79204,-84.38763
LARCENY-NON VEHICLE,180280701,1/28/18,2784 DONALD LEE HOLLOWELL PKWY NW,33.77927,-84.47996
LARCENY-FROM VEHICLE,180272582,1/27/18,1745 DEFOOR PL NW,33.80239,-84.42138
LARCENY-FROM VEHICLE,180270054,1/27/18,3390 STRATFORD RD NE,33.84983,-84.36779
LARCENY-FROM VEHICLE,180270280,1/27/18,106 BAKER ST NE,33.76246,-84.38386
LARCENY-FROM VEHICLE,180270656,1/27/18,1950 RAMBLING DR SW,33.70149,-84.40615
LARCENY-FROM VEHICLE,180270785,1/27/18,565 WELLS ST SW,33.74005,-84.40649
LARCENY-FROM VEHICLE,180270891,1/27/18,455 14TH ST NW,33.78629,-84.40208
LARCENY-FROM VEHICLE,180270940,1/27/18,471 PAGE AVE NE,33.76707,-84.33391
LARCENY-FROM VEHICLE,180270941,1/27/18,360 PHARR RD NE,33.83752,-84.37574
LARCENY-FROM VEHICLE,180270987,1/27/18,15 IVY RDG NE,33.85803,-84.37891
LARCENY-FROM VEHICLE,180271011,1/27/18,1155 LAVISTA RD NE,33.81806,-84.35082
LARCENY-FROM VEHICLE,180271086,1/27/18,3566 PIEDMONT RD NE,33.85134,-84.37963
LARCENY-FROM VEHICLE,180271146,1/27/18,565 GREENSFERRY AVE SW,33.74651,-84.40675
LARCENY-FROM VEHICLE,180271194,1/27/18,535 AMAL DR SW,33.70893,-84.39993
LARCENY-FROM VEHICLE,180271385,1/27/18,3336 PEACHTREE RD NE,33.84629,-84.36842
LARCENY-FROM VEHICLE,180271460,1/27/18,935 MARIETTA ST NW,33.77795,-84.40849
LARCENY-FROM VEHICLE,180271467,1/27/18,4620 WIEUCA RD NE,33.8748,-84.37925
LARCENY-FROM VEHICLE,180271537,1/27/18,1544 PIEDMONT AVE NE @Multiple,33.79789,-84.37101
LARCENY-FROM VEHICLE,180271556,1/27/18,170 VINE ST NW,33.75938,-84.4079
LARCENY-FROM VEHICLE,180271852,1/27/18,850 OAK ST SW @WEST END MALL,33.74057,-84.4168
LARCENY-FROM VEHICLE,180271874,1/27/18,1539 PIEDMONT AVE NE,33.79644,-84.36912
LARCENY-FROM VEHICLE,180271923,1/27/18,508 East Ave NE,33.76343,-84.3706
LARCENY-FROM VEHICLE,180272080,1/27/18,1000 NORTHSIDE DR NW,33.78196,-84.40835
LARCENY-FROM VEHICLE,180272171,1/27/18,48 8TH ST NE,33.77954,-84.38569
LARCENY-FROM VEHICLE,180272411,1/27/18,492 LARKIN ST SW,33.7476,-84.4037
