2.666048875184482370e+01,2.661358261164054895e+01,2.675801393080822166e+01,2.739136212016143546e+01,2.722896626743775528e+01,2.735880142774937696e+01,2.911746452468752366e+01,2.950663767851199992e+01,3.042685392316221638e+01,3.066744129104825589e+01,2.888245308902016362e+01,3.061543409616471934e+01,3.151672009474581770e+01,3.091299574182122711e+01,3.016620725790384228e+01,3.050516304326045613e+01,3.085015968418050747e+01,3.031495625522428838e+01,3.002172848094887669e+01,3.000359150216803528e+01,2.928319588794003181e+01,2.876605995892928647e+01,2.829562681306541805e+01,2.767596908416093981e+01,2.745856571808740298e+01,2.752605079127564736e+01,2.722396307730925358e+01,2.852689542582553628e+01,2.742529061760259168e+01,2.755891051690359106e+01,2.785660380771604849e+01,2.830421408015821427e+01,2.849764946477369065e+01,2.794790313537970050e+01,2.759561298563939147e+01,2.797403813263739281e+01,2.772338012351493930e+01,2.768169225362407104e+01,2.735470615592533861e+01,2.705265650942881805e+01,2.601046132597507210e+01,2.653101027277176627e+01,2.645969357184022996e+01,2.671284646875319524e+01,2.644281329993957641e+01,2.629600965955229697e+01,2.619224258727138022e+01,2.610758279744238308e+01,2.552087683786813699e+01,2.549966951371285617e+01,2.613950210343645608e+01,2.600656520772800917e+01,2.603307678029290884e+01,2.589578877629018194e+01,2.617632481074223350e+01,2.609940411705611751e+01,2.583925844214045142e+01,2.584866938723225260e+01,2.575800616454196401e+01,2.562616869423224841e+01,2.556430789562777051e+01,2.521100027639500141e+01,2.520380969536103066e+01,2.524304471332357025e+01,2.528583841485026085e+01
2.690768874930578747e+01,2.725861631757637582e+01,2.719331937272654187e+01,2.728762075218480021e+01,2.834718687213608135e+01,2.859274990389553750e+01,2.937007019483274561e+01,2.979124255224878226e+01,2.979946181884197998e+01,3.007193525106102783e+01,3.096848150531526755e+01,3.104079045565185879e+01,3.059332689506027592e+01,3.219236224072325570e+01,3.102480141015746895e+01,3.113066703322343542e+01,3.188916659410240229e+01,2.956799984450930907e+01,2.946285793774450923e+01,3.086921162389531403e+01,3.030457482471689801e+01,3.010495184358155285e+01,3.006791404688855707e+01,2.982682775598089009e+01,2.946678738422083299e+01,2.923681598262639980e+01,2.705048040566242662e+01,2.849307139695012836e+01,2.918268414560208157e+01,2.905258036271633415e+01,2.917135939496165520e+01,2.858501600305562818e+01,2.869827767562170351e+01,2.787834826921360332e+01,2.842754975468525558e+01,2.813205381359987101e+01,2.786254891998019545e+01,2.751224414547976949e+01,2.780023729306766356e+01,2.748438596234875675e+01,2.712106465570777303e+01,2.681483041802390943e+01,2.654440036510405321e+01,2.666149170880485642e+01,2.624012456909961699e+01,2.642884909546599559e+01,2.640884076574891637e+01,2.644487865476640565e+01,2.617593472562414902e+01,2.616636671423955463e+01,2.623266506024690159e+01,2.620338206270098169e+01,2.627741539206814991e+01,2.602567568882202664e+01,2.638674233141561487e+01,2.628140708736009401e+01,2.611641485185245415e+01,2.585542170096309889e+01,2.566089822392264708e+01,2.545642895364106550e+01,2.559696623219634404e+01,2.515309290684701438e+01,2.520240171137922047e+01,2.530028744409291264e+01,2.536987211735386794e+01
2.718372143289654730e+01,2.752578398690389250e+01,2.780646515967935173e+01,2.809692200380117555e+01,2.852802270016461605e+01,2.913986007089922126e+01,2.993370992382534368e+01,3.047063041774152126e+01,3.151255910759101297e+01,3.258169694903607194e+01,3.303408692652890721e+01,3.187702979874986298e+01,3.375837886173142266e+01,3.316499530034596432e+01,3.177156152966389513e+01,3.281099606243739686e+01,3.247922099543013275e+01,2.985137156310966233e+01,3.105292670658933218e+01,3.147462863926351062e+01,3.093737008835410762e+01,3.066637250926551417e+01,3.062546773218232232e+01,3.033677985130490740e+01,2.992012916011340806e+01,2.965218351022381427e+01,2.964421802543068551e+01,2.955220090781984865e+01,2.949904992477318899e+01,2.884994937030600326e+01,2.931384489184900133e+01,2.956488259120769868e+01,2.904473455521497982e+01,2.825153588072310384e+01,2.739730736639275221e+01,2.792203010113569306e+01,2.746990224821906068e+01,2.845127733830497263e+01,2.804725721019350360e+01,2.771507893511279264e+01,2.722506692561737651e+01,2.699117917493493124e+01,2.703463326896329022e+01,2.707029121628713852e+01,2.659588593403062617e+01,2.673389570764290113e+01,2.663557882873277549e+01,2.646700305649902418e+01,2.644487865476640565e+01,2.650784344959926742e+01,2.647262444704033513e+01,2.639625894310371734e+01,2.657318399158880240e+01,2.642160321570681702e+01,2.654642511825513651e+01,2.643507122175092050e+01,2.622819359488985214e+01,2.563377010636675024e+01,2.566388426689687918e+01,2.590755931113700683e+01,2.583454739229318164e+01,2.566922730845141132e+01,2.555280303681569265e+01,2.544108597460277466e+01,2.563952586293546787e+01
2.684482055504847864e+01,2.715307129256886753e+01,2.728332543502332896e+01,2.804595178080879947e+01,2.839409734109469952e+01,2.881516203275715071e+01,2.869183928429978181e+01,3.006712892063832854e+01,3.134541140654908276e+01,3.239875089699916089e+01,3.372532282983873841e+01,3.531951443629818499e+01,3.607270049275759050e+01,3.491401628302840265e+01,3.382495526825914567e+01,3.347291084245794224e+01,3.315086444907758789e+01,3.360826703899589063e+01,3.187203567401116544e+01,3.233912533326718375e+01,3.123074765681424481e+01,3.147285176896921399e+01,3.141108127678128881e+01,3.107832553139834886e+01,3.049186052465849883e+01,3.017849158845026025e+01,3.023424308941348571e+01,3.043618009597917506e+01,2.970309406417780806e+01,3.028844416616964708e+01,2.907086362082400299e+01,2.917311856186427477e+01,2.966505308643409222e+01,2.925035487169923343e+01,2.733690475787934915e+01,2.754438001410442638e+01,2.894402417045997566e+01,2.877410097174194803e+01,2.750665084862962928e+01,2.735169915595863444e+01,2.699314182190347111e+01,2.679124983641960256e+01,2.729400760173189155e+01,2.737626537900541379e+01,2.711455787981500620e+01,2.690769661689343550e+01,2.703867689560217613e+01,2.688913394665788559e+01,2.642532086126415791e+01,2.663661219090172239e+01,2.658771111984013658e+01,2.674629949302619991e+01,2.656552684228863725e+01,2.671023829081338974e+01,2.680589725442973759e+01,2.641345891044488070e+01,2.641525177258981572e+01,2.627086735142912843e+01,2.615818022709135349e+01,2.603168011313224639e+01,2.582643716911152154e+01,2.586185093735590002e+01,2.595498946490218373e+01,2.546546363491776432e+01,2.576111040532570229e+01
2.683314373336916958e+01,2.759695949464419940e+01,2.781627133166911037e+01,2.826296199176404755e+01,2.873699881961972480e+01,2.903573047505364357e+01,2.996693723932953546e+01,3.054932795578570293e+01,3.151920812799482619e+01,3.138821007123951290e+01,3.442384864966340530e+01,3.742731690810541068e+01,3.882474959689763239e+01,3.521970988446818041e+01,3.412636474372278883e+01,3.517098840267887283e+01,3.599711012704234037e+01,3.448296655905365071e+01,3.264717702071288841e+01,3.311667838876728354e+01,3.231711329731319893e+01,3.236951982369849645e+01,3.226844929960232378e+01,3.187080788696701816e+01,3.119631572225609872e+01,3.082937562371401796e+01,3.089862388146298855e+01,3.114675466667490866e+01,3.087241311026406265e+01,3.088498630451837812e+01,3.083246249153088314e+01,3.080562373702717238e+01,3.032776768061141226e+01,3.004026633567348270e+01,2.966926738939003272e+01,2.898716123439777803e+01,2.928451499115679013e+01,2.863185523908163077e+01,2.907337994493688171e+01,2.856121470567446607e+01,2.883263827534619494e+01,2.726799279707315904e+01,2.755416596613832070e+01,2.774069912673552807e+01,2.717887344505748715e+01,2.716887576998311005e+01,2.726749871088999910e+01,2.698882226086147895e+01,2.710782362230929365e+01,2.696404766794822194e+01,2.691077285005475872e+01,2.668515182567459121e+01,2.710561447730455598e+01,2.687998142088008890e+01,2.681970357059778820e+01,2.670670872368357962e+01,2.645427094915777033e+01,2.622883220256267478e+01,2.620997066584812885e+01,2.608769057271442193e+01,2.615637346270621322e+01,2.609154327877406843e+01,2.597536656470883187e+01,2.597976216772669389e+01,2.592717681803527796e+01
2.732964531299710131e+01,2.773966655995595687e+01,2.800593192495400174e+01,2.875066282950383822e+01,2.929702994622837409e+01,2.981279941772374187e+01,3.017290425810459809e+01,3.137473901418391620e+01,3.141366284130698361e+01,3.298681735245016000e+01,3.351074898190076112e+01,3.827784586323780047e+01,4.002359802027552860e+01,4.121081323281534736e+01,3.263597220280323086e+01,3.741843938075334819e+01,3.656319725799394860e+01,3.522740740845031837e+01,3.369606093689260717e+01,3.147294593507683658e+01,3.248613252809177254e+01,3.342833705876211781e+01,3.328125597659750667e+01,3.281329000119600892e+01,3.192728285028305990e+01,3.146268741074933928e+01,3.160901687676702565e+01,3.187159905706324636e+01,3.140797696059533806e+01,3.079383016266740825e+01,3.114648033288985474e+01,3.122609372564289387e+01,3.081231779096432888e+01,3.053345769626836415e+01,3.009137715592646956e+01,2.936016464645306101e+01,2.999686738300586697e+01,3.014769207208805568e+01,2.898083977263724975e+01,2.852256694331731168e+01,2.926184827244345854e+01,2.849165066015685710e+01,2.795265177505485354e+01,2.809667326728584769e+01,2.709508271059924311e+01,2.728878464122256275e+01,2.727249077815804412e+01,2.742531755956480310e+01,2.738732066098373252e+01,2.718400710205679971e+01,2.709443612568726323e+01,2.672795049149918256e+01,2.706313268529738281e+01,2.699674020100644611e+01,2.707011431351357800e+01,2.694935430982670255e+01,2.661078860504465027e+01,2.661406335690526603e+01,2.653253790479057983e+01,2.616832151182988397e+01,2.628925640787823426e+01,2.609777466464749551e+01,2.611186845730388129e+01,2.594216475996086047e+01,2.619799729192749638e+01
2.762658030052532254e+01,2.827085112175018367e+01,2.815453617617949078e+01,2.921825115385668070e+01,2.994188607511824429e+01,3.053007267920453316e+01,3.089474120160762993e+01,3.242253592111283211e+01,3.307283019174784044e+01,3.311964278239184267e+01,3.512108812382719947e+01,3.919029805981881509e+01,3.827784586323780047e+01,4.596851736885636797e+01,4.655238081910356129e+01,4.037187621353474754e+01,3.735877099844522320e+01,3.679021884942002174e+01,3.623924958967049292e+01,3.187993569836372032e+01,3.255230616224982043e+01,3.472029088592938706e+01,3.439432939131210532e+01,3.391600256047388484e+01,3.282368766123912707e+01,3.194566776330859881e+01,3.093178681051368528e+01,3.255869216809806943e+01,3.188224049495002177e+01,3.204480077098197910e+01,3.197419435866514092e+01,3.205701888469727123e+01,3.110453515171228744e+01,3.140943644232451604e+01,3.034802314658718103e+01,3.062874726437304318e+01,3.063651317122881679e+01,2.971713475750730638e+01,2.998648963237880594e+01,2.949886166863699799e+01,2.951838029135841523e+01,2.869481984096601224e+01,2.861776109143769276e+01,2.848132391588744738e+01,2.809245902435306874e+01,2.784573451799035837e+01,2.791288415541409762e+01,2.763357053826270970e+01,2.735813876478578166e+01,2.733235768914662955e+01,2.715911613969252514e+01,2.699186111451247783e+01,2.724245690391961716e+01,2.717855241155970702e+01,2.728019463409301792e+01,2.715680016119334539e+01,2.693414583669083839e+01,2.661056226079269393e+01,2.640950048305697351e+01,2.606459413369779554e+01,2.605848138272527237e+01,2.629441140765543494e+01,2.643123748496563863e+01,2.589392849505835770e+01,2.636726205381345167e+01
2.809144308397150525e+01,2.856408633089798244e+01,2.863400820252130075e+01,2.900617640722069979e+01,3.025277878937284015e+01,3.035473290174742900e+01,3.064599459884506416e+01,3.294595784853872544e+01,3.418047093518716650e+01,3.347028592283650994e+01,3.467996405228031165e+01,3.817684082981402582e+01,4.049819511281214801e+01,4.824103355714405694e+01,5.469405278390350134e+01,3.956258939149763876e+01,3.964578373697374047e+01,4.245136682579690302e+01,4.073091571681084844e+01,3.791577167190399678e+01,3.742178028298701520e+01,3.625863034683955277e+01,3.599414959624520804e+01,3.522570492857832392e+01,3.397799669524439992e+01,3.093710337169438418e+01,3.395098904045259758e+01,3.288694524733024593e+01,3.318408072405885889e+01,3.234420934119970781e+01,3.195814689112037144e+01,3.303997168871329393e+01,3.274482643911261448e+01,3.226045895793412654e+01,3.156881806136333068e+01,3.107651381173370808e+01,3.066831579028032451e+01,3.147374579312982235e+01,3.071935906501856905e+01,3.029706782383009767e+01,3.025598072368537572e+01,2.933258900691174986e+01,2.925575081382058684e+01,2.905059189373559292e+01,2.858564316789030357e+01,2.852287809298379884e+01,2.721106542915397597e+01,2.728286986275860571e+01,2.733599163461737191e+01,2.752435888713194601e+01,2.695112214731017630e+01,2.683057905508675489e+01,2.765692076895441431e+01,2.771778718148185305e+01,2.761077304494378382e+01,2.747301781517331065e+01,2.717486167047888301e+01,2.718894153866256858e+01,2.699319158341588221e+01,2.675593969886992696e+01,2.671672158927566443e+01,2.662683948282882795e+01,2.675239605781187890e+01,2.648888270811527335e+01,2.630498833446952744e+01
2.835355211887216953e+01,2.890710624791134720e+01,2.971120626875246273e+01,3.036161496559880391e+01,3.143493244109117768e+01,3.229888642956118616e+01,3.184923177802906835e+01,3.526245258632189916e+01,3.717217522174082944e+01,3.608617158536498692e+01,3.574924659993477150e+01,3.626540833470824055e+01,4.424188938019506168e+01,5.383848718827275093e+01,7.656015353591118355e+01,3.852790652928032955e+01,3.727852994923223662e+01,4.586001381693619550e+01,4.436981621682821242e+01,4.033040560187399137e+01,3.958556899317363786e+01,3.798187954782380871e+01,3.764092089363622762e+01,3.672247264806019018e+01,3.523691942751053574e+01,3.629877355285873364e+01,3.484867183535107671e+01,3.359818002092521994e+01,3.289702487682268384e+01,3.405469951900349201e+01,3.390054547644080429e+01,3.408025490595389329e+01,3.360796234590728204e+01,3.306704813056731496e+01,3.220766394128090582e+01,3.201830210149179834e+01,3.180731537032818679e+01,3.225451936227851490e+01,3.139174571710914208e+01,3.091605931365261739e+01,3.072906010429501578e+01,2.971382413496784025e+01,2.965060269431383588e+01,2.949575362455387406e+01,2.882710021623330476e+01,2.893006332260536695e+01,2.843458326002497571e+01,2.692383883204775685e+01,2.769027803734580928e+01,2.792561667358468114e+01,2.794133051829226844e+01,2.787229054441246134e+01,2.776061959747810448e+01,2.786410760780263729e+01,2.780829801407793056e+01,2.771477970401224056e+01,2.751194224884692829e+01,2.699086570936798068e+01,2.691755227041153375e+01,2.694251217683511612e+01,2.691192224238560726e+01,2.656751216989982112e+01,2.697365645634794973e+01,2.679076301429629936e+01,2.658420225840662354e+01
2.864490807852929422e+01,2.894273940840641046e+01,2.925783663290409820e+01,3.032048336322750615e+01,3.135767313057936434e+01,3.179327494929130182e+01,3.274406571231261864e+01,3.511772507869331150e+01,3.868659968408081085e+01,4.061513410406539037e+01,4.101610553482250054e+01,4.209692842053523520e+01,5.750895769021171589e+01,6.640862941272173714e+01,7.100076214189587631e+01,1.000000000000000000e+02,9.217683634058673192e+01,5.140656953373721194e+01,4.448823079254363222e+01,4.370100719758574570e+01,4.206126093851348458e+01,3.997411322472058259e+01,3.987460153229349658e+01,3.880617339633922569e+01,3.426397122355880498e+01,3.797269850404983060e+01,3.520364056992950452e+01,3.589989482072847693e+01,3.551800572882343943e+01,3.533035044163472094e+01,3.519212529060852290e+01,3.541514236765027590e+01,3.467529794782581831e+01,3.398974627623815081e+01,3.306205678779201662e+01,3.276795119630836695e+01,3.259315423100466091e+01,3.307474369512816281e+01,3.205115908786176249e+01,3.150624719802236839e+01,3.147620396074557547e+01,2.986040837619883348e+01,3.051084477600543465e+01,3.018682710309285966e+01,2.944583294959953079e+01,2.951084892707907414e+01,2.823939855376616492e+01,2.854237216096862539e+01,2.808757061104847352e+01,2.823847595064702531e+01,2.818050006950837272e+01,2.832780039248702764e+01,2.828074707736134741e+01,2.840894602737250452e+01,2.832434509422602886e+01,2.772078408459828935e+01,2.772910917264198716e+01,2.780126307858211021e+01,2.752787560101607767e+01,2.723705388513132419e+01,2.699691255743658758e+01,2.734113796575736899e+01,2.702983433028432358e+01,2.668363332857342130e+01,2.620934468186971600e+01
